MESS_DATUM;FX;FM;RSK;RSKF;SDK;NM;VPM;PM;TMK;UPM;TXK;TNK;TGK
19700315;10.0;3.4;1.8;1;3.100;7.7;5.7;1017.40;2.0;82.00;4.6;-2.1;-2.0
19700316;7.8;3.0;0.3;1;0.000;8.0;7.6;1019.80;4.3;93.00;5.5;2.2;2.6
19700317;12.6;6.2;1.4;1;0.000;8.0;8.7;1007.40;6.9;88.00;7.9;4.5;3.6
19700318;17.8;6.8;6.8;8;4.600;6.0;8.0;993.10;4.8;88.00;9.3;2.9;6.9
19700319;17.9;6.2;3.0;1;2.500;5.3;6.9;1005.80;3.8;84.00;7.2;1.2;0.3
19700320;11.5;5.3;1.3;1;0.000;8.0;8.8;1010.70;7.2;90.00;9.4;0.0;-2.8
19700321;9.8;4.2;0.1;1;1.200;6.0;9.7;1010.80;9.4;83.00;12.4;6.6;4.8
19700322;9.7;4.3;1.0;1;5.700;6.0;7.7;1009.50;6.6;76.00;10.4;4.2;6.8
19700323;8.1;2.7;0.0;1;6.000;6.7;8.3;1009.00;10.2;70.00;14.9;2.5;0.4
19700324;7.8;2.4;27.8;1;3.700;4.3;9.2;1007.80;8.1;86.00;13.2;2.5;0.0
19700325;7.8;2.8;0.4;1;0.600;5.3;6.4;1013.10;1.8;89.00;7.8;0.8;2.7
19700326;9.9;3.2;0.4;1;5.300;3.3;5.9;1008.70;3.3;78.00;6.9;-2.2;-5.0
19700327;15.6;6.2;0.9;7;5.200;4.3;4.9;1004.70;1.9;70.00;5.7;0.6;-0.5
19700328;17.5;6.8;1.8;8;5.600;5.0;6.0;1001.40;1.3;89.00;7.0;-0.5;-1.0
19700329;14.0;5.5;0.7;8;2.800;4.7;6.3;1005.40;3.4;81.00;6.1;-0.2;-1.4
19700330;17.5;8.5;0.4;1;0.600;7.3;7.5;997.40;8.0;70.00;10.8;4.0;2.2
19700331;14.5;5.6;9.1;1;1.400;7.0;7.5;989.00;5.9;80.00;8.7;3.5;6.0
19700401;14.1;6.3;2.2;8;0.800;7.3;6.8;997.90;3.2;88.00;5.5;2.3;2.0
19700402;16.2;4.5;2.7;7;4.900;7.0;5.9;1006.00;2.1;81.00;5.3;-0.1;-0.1
19700403;14.2;5.0;0.0;8;2.200;4.7;5.9;1008.40;1.2;87.00;6.4;-1.0;-3.0
19700404;10.1;2.9;9.6;8;2.900;3.3;6.4;1005.80;2.4;87.00;5.8;-1.0;-4.1
19700405;13.0;4.1;1.3;8;1.400;6.0;5.9;1004.00;1.1;92.00;5.6;-1.6;-4.5
19700406;14.3;6.1;6.6;8;0.000;8.0;6.8;995.50;4.4;82.00;7.2;0.8;-0.6
19700407;10.6;4.1;3.4;8;6.000;4.7;6.0;998.00;2.3;82.00;5.1;0.2;-0.1
19700408;8.6;2.2;0.0;8;4.800;4.7;5.9;995.90;2.4;81.00;7.5;-0.5;-1.7
19700409;9.0;1.9;1.0;8;5.700;4.7;5.9;996.80;3.3;78.00;9.2;-2.6;-4.5
19700410;9.7;3.6;0.4;8;4.200;5.7;6.1;1003.80;3.9;76.00;8.0;-0.8;-2.6
19700411;10.0;3.4;1.4;1;3.400;6.3;7.2;1007.60;5.3;82.00;9.3;1.8;0.1
19700412;11.3;4.5;1.7;1;5.100;6.7;7.7;1003.40;8.6;71.00;13.5;3.4;0.7
19700413;11.8;4.0;2.6;1;6.000;4.7;7.7;1002.70;7.0;77.00;10.9;6.0;3.8
19700414;6.5;2.9;0.3;1;0.000;8.0;7.7;1021.40;5.4;87.00;7.1;4.3;2.4
19700415;8.7;4.0;6.9;1;1.900;5.7;8.4;1024.40;8.9;75.00;12.6;4.4;1.4
19700416;9.1;3.9;0.5;1;0.000;7.7;11.9;1020.00;13.5;77.00;15.7;9.1;8.8
19700417;9.0;3.2;0.1;1;3.200;5.3;12.8;1015.00;14.2;77.00;19.5;11.4;8.2
19700418;14.0;4.8;0.0;1;4.400;5.3;10.1;1011.10;12.2;70.00;17.0;9.8;7.3
19700419;10.2;3.3;0.0;1;3.200;6.7;9.2;1007.50;9.6;75.00;12.8;6.5;3.5
19700420;16.1;3.9;2.0;1;5.800;5.3;7.5;1013.40;6.0;79.00;11.3;4.6;3.7
19700421;17.6;7.8;4.1;1;0.000;8.0;9.7;1012.00;9.1;86.00;10.7;4.0;1.7
19700422;16.3;7.5;0.3;1;1.000;5.7;10.7;1015.10;12.2;75.00;14.3;10.5;9.4
19700423;14.0;7.7;1.4;1;0.100;7.3;10.9;1007.90;12.4;77.00;13.9;10.5;9.0
19700424;9.4;3.1;2.5;1;0.000;8.0;10.5;1010.40;9.6;89.00;13.0;8.3;8.0
19700425;18.2;5.7;6.9;1;1.400;7.7;9.9;998.60;9.6;81.00;13.7;8.1;8.6
19700426;12.0;4.4;3.8;1;2.200;6.3;8.4;995.20;7.5;80.00;10.0;6.1;4.9
19700427;10.5;3.9;4.3;1;0.700;5.3;8.0;1007.50;6.1;83.00;9.5;5.0;3.9
19700428;11.8;3.5;2.8;1;4.800;6.3;6.3;1014.60;6.1;67.00;10.3;1.2;-0.7
19700429;21.7;7.9;9.5;8;3.900;6.0;7.1;1004.80;4.6;81.00;8.6;1.3;1.4
19700430;16.3;6.3;0.8;1;4.900;5.0;6.8;1014.20;5.6;74.00;9.6;3.5;2.4
19700501;7.5;2.9;0.0;1;3.900;5.0;6.5;1021.00;6.7;68.00;10.7;2.2;0.7
19700502;6.5;3.1;9.1;1;0.000;8.0;9.2;1016.80;7.8;87.00;8.9;4.0;0.8
19700503;5.0;2.1;0.1;1;0.000;8.0;12.7;1015.90;12.1;90.00;14.5;8.6;8.5
19700504;6.9;2.4;0.0;0;8.900;3.0;11.2;1011.20;14.0;71.00;19.4;8.2;5.4
19700505;11.1;3.6;0.0;0;11.300;1.3;9.2;1007.80;15.5;53.00;21.4;8.6;4.8
19700506;11.0;3.1;0.0;0;10.000;3.3;10.1;1001.60;16.8;54.00;22.9;7.3;5.0
19700507;10.3;4.3;0.0;0;11.200;1.3;10.4;1000.70;16.7;53.00;22.7;13.4;9.7
19700508;14.8;3.1;5.8;1;8.700;3.0;12.4;998.00;17.5;62.00;24.2;8.0;5.2
19700509;7.1;2.5;0.0;0;7.800;5.0;12.7;1004.20;16.4;68.00;21.2;12.6;10.1
19700510;9.0;2.2;0.0;1;1.300;6.7;13.5;999.40;17.2;68.00;22.1;10.8;8.4
19700511;12.6;4.1;0.0;0;7.200;6.7;11.7;993.90;17.8;58.00;21.9;13.0;11.9
19700512;14.8;4.1;0.5;1;5.200;6.3;12.0;997.00;15.6;67.00;21.4;12.4;11.8
19700513;9.1;3.1;4.5;1;0.900;4.7;12.9;1005.80;12.6;87.00;17.4;9.4;7.1
19700514;3.0;1.4;0.0;0;8.100;6.3;10.5;1007.40;13.9;70.00;20.3;7.9;5.9
19700515;7.3;2.4;0.8;1;0.000;7.7;12.5;1002.30;14.2;76.00;18.4;9.9;8.4
19700516;7.0;2.1;2.3;1;6.800;5.7;12.1;1006.00;13.6;77.00;17.8;11.5;10.8
19700517;10.0;3.4;6.7;1;0.100;5.7;12.7;1013.40;12.7;84.00;15.1;10.7;10.0
19700518;6.9;1.8;0.0;0;13.400;1.3;10.8;1024.40;14.7;65.00;20.3;5.3;3.5
19700519;8.2;2.1;0.5;1;0.400;7.3;12.1;1019.10;15.6;69.00;19.9;7.9;6.0
19700520;8.5;3.6;0.0;1;6.600;7.0;9.1;1015.40;12.8;62.00;16.0;8.7;8.7
19700521;13.7;5.6;6.3;1;1.400;6.7;9.7;1003.20;9.0;83.00;14.6;7.4;9.8
19700522;16.7;5.6;0.6;1;7.500;4.0;8.0;1010.70;8.7;69.00;13.1;5.2;3.5
19700523;7.0;2.2;0.0;0;3.200;6.7;8.8;1020.30;11.8;66.00;15.2;2.0;-0.2
19700524;5.0;1.5;0.0;0;9.200;4.0;10.8;1021.90;14.2;67.00;19.4;6.4;4.5
19700525;9.6;3.3;0.0;1;5.400;6.7;10.8;1016.60;16.4;57.00;22.0;11.1;8.0
19700526;11.0;3.6;0.6;1;7.000;4.7;10.9;1019.60;14.3;68.00;18.8;7.5;5.0
19700527;7.7;3.4;0.0;1;0.200;8.0;10.4;1018.70;10.9;80.00;13.0;9.0;7.6
19700528;5.3;1.4;0.0;0;9.700;4.7;10.5;1013.40;14.5;65.00;20.0;9.1;9.0
19700529;10.0;1.9;6.0;1;6.600;5.7;11.9;1005.10;15.5;67.00;21.5;8.5;7.5
19700530;8.9;3.4;1.2;1;2.100;6.3;11.6;1010.70;13.4;77.00;17.8;10.4;10.6
19700531;11.8;4.3;0.4;1;6.900;5.0;11.6;1016.70;13.6;72.00;18.9;10.8;9.4
19700601;10.3;3.8;0.3;1;4.300;5.3;11.9;1019.50;13.3;75.00;18.6;8.5;6.6
19700602;7.9;2.6;0.0;0;12.100;1.7;8.0;1025.00;12.8;56.00;17.5;5.1;2.7
19700603;10.8;3.6;0.0;0;14.600;0.7;8.7;1023.10;14.2;54.00;19.4;5.4;2.3
19700604;13.8;4.9;0.0;0;13.100;1.7;9.3;1017.60;15.0;54.00;19.8;8.6;6.5
19700605;11.3;3.6;0.0;1;6.900;4.0;12.5;1013.10;14.7;74.00;20.0;8.8;6.6
19700606;10.8;3.7;0.0;0;13.300;1.0;13.6;1009.20;19.9;59.00;25.8;10.6;9.0
19700607;9.5;3.4;0.0;0;7.900;5.3;14.0;1007.10;21.7;53.00;28.0;12.6;10.4
19700608;10.4;2.3;0.0;0;13.900;2.7;14.8;1005.90;23.0;54.00;29.0;13.4;11.0
19700609;14.1;2.4;7.3;1;9.500;3.0;17.6;1005.10;21.0;69.00;27.8;14.9;12.7
19700610;9.8;1.5;6.3;1;7.800;2.0;17.3;1009.10;20.6;70.00;27.1;13.4;12.6
19700611;7.2;2.1;0.0;0;11.600;1.3;15.5;1012.70;21.0;63.00;27.5;13.9;12.2
19700612;9.0;3.0;0.0;0;9.300;2.3;13.9;1012.00;17.2;65.00;24.2;12.9;10.5
19700613;10.1;2.8;0.0;0;14.500;1.3;10.5;1011.60;16.1;60.00;22.0;8.0;5.5
19700614;8.3;2.7;0.0;0;13.400;0.3;10.3;1009.60;14.8;62.00;20.4;7.0;6.0
19700615;6.0;2.0;0.0;0;12.800;1.3;10.7;1010.60;15.8;60.00;20.9;6.9;4.6
19700616;5.5;1.4;1.0;1;5.000;6.3;14.8;1009.50;17.4;74.00;22.3;8.5;6.5
19700617;9.1;2.0;1.4;1;2.700;4.3;17.9;1008.40;20.9;72.00;26.3;14.5;13.5
19700618;12.7;5.5;0.0;0;14.300;0.7;11.3;1008.70;20.7;46.00;26.2;13.2;11.6
19700619;8.0;2.3;0.0;0;9.300;2.0;12.8;1011.40;21.4;50.00;26.2;13.6;10.3
19700620;8.0;2.1;0.0;0;8.600;3.7;14.8;1016.70;22.5;55.00;28.5;15.7;13.4
19700621;6.0;2.1;0.0;0;11.600;1.0;15.6;1017.90;22.9;58.00;29.3;14.2;12.5
19700622;6.5;1.7;0.0;0;5.700;4.7;17.9;1013.20;22.9;65.00;28.7;16.0;14.0
19700623;13.9;3.2;4.8;1;6.300;3.7;16.5;1011.80;20.2;67.00;26.3;15.9;14.5
19700624;12.1;4.4;1.5;1;1.900;6.7;15.3;1012.30;17.8;75.00;22.2;11.5;10.2
19700625;8.8;3.6;0.0;0;1.200;6.3;15.2;1016.80;18.3;70.00;22.4;16.4;15.4
19700626;6.0;1.3;0.0;0;12.900;1.7;13.3;1016.20;19.3;61.00;25.4;10.2;8.4
19700627;9.8;3.0;1.0;1;10.300;4.3;16.0;1009.20;23.2;56.00;31.4;14.5;12.2
19700628;8.6;2.3;5.0;1;1.600;7.0;16.5;1011.20;16.2;89.00;21.2;14.6;16.0
19700629;12.1;4.4;17.1;1;1.500;8.0;13.3;1009.10;12.7;87.00;18.1;10.1;12.6
19700630;14.8;5.9;1.1;1;1.500;7.3;11.9;1006.00;13.1;80.00;16.0;9.7;8.6
19700701;13.8;4.7;4.1;1;0.000;8.0;14.1;998.40;14.4;87.00;17.8;11.6;10.6
19700702;17.2;6.1;12.6;1;3.800;6.3;12.0;1001.00;13.4;77.00;17.1;9.6;9.9
19700703;11.8;5.2;2.7;1;1.200;7.3;13.3;1008.00;13.2;86.00;16.6;11.6;11.6
19700704;8.5;3.2;0.2;1;1.000;7.7;12.0;1014.20;15.1;72.00;18.5;10.7;10.1
19700705;8.4;3.1;0.1;1;0.000;8.0;16.9;1016.80;16.9;88.00;19.7;13.1;13.2
19700706;7.2;2.3;0.0;0;6.000;6.0;16.4;1016.70;19.9;71.00;25.3;15.7;14.6
19700707;7.9;2.9;0.0;0;14.800;0.7;17.7;1009.60;22.6;64.00;29.2;15.8;13.0
19700708;13.8;3.7;6.1;1;9.100;4.3;18.7;1003.20;21.7;69.00;28.5;15.6;13.0
19700709;13.7;4.7;4.5;1;7.400;5.7;17.1;1004.60;19.9;72.00;25.4;16.7;15.0
19700710;7.8;2.9;0.0;0;8.800;5.3;12.4;1015.40;17.7;63.00;21.8;13.4;13.3
19700711;8.3;2.5;0.0;0;2.200;5.0;14.0;1015.60;17.7;69.00;21.0;14.5;13.4
19700712;10.0;3.0;0.0;0;12.300;2.0;14.0;1016.70;18.9;66.00;24.8;11.9;10.7
19700713;10.0;3.7;0.0;0;14.800;1.7;12.9;1012.00;21.1;52.00;27.1;14.2;11.5
19700714;13.0;5.6;18.0;1;0.200;7.3;13.6;1000.40;13.2;86.00;20.2;10.7;13.1
19700715;14.8;6.0;14.6;1;2.400;7.0;12.8;1003.00;13.0;85.00;15.4;9.8;8.6
19700716;10.7;4.7;0.1;1;0.600;7.3;11.3;1013.90;12.8;76.00;15.7;10.7;10.5
19700717;8.0;3.1;0.0;1;1.800;6.3;10.4;1018.70;13.1;69.00;17.6;10.4;10.3
19700718;6.0;2.0;0.0;0;3.000;6.3;13.9;1014.20;15.9;78.00;19.7;9.1;7.5
19700719;14.8;4.1;7.1;1;0.300;7.7;16.0;1001.10;15.4;90.00;18.2;11.2;10.4
19700720;15.1;4.7;2.9;1;1.300;6.0;12.9;995.50;12.6;86.00;17.4;11.2;13.8
19700721;11.5;4.0;0.4;1;8.600;4.0;10.9;1005.20;13.9;69.00;19.3;9.4;7.3
19700722;11.0;3.5;0.0;0;12.000;2.3;11.2;1012.00;15.3;64.00;20.5;9.7;9.0
19700723;6.7;2.0;0.0;0;6.100;4.7;13.6;1011.90;17.8;68.00;24.4;9.2;8.1
19700724;20.1;3.6;9.2;1;3.700;6.7;15.5;1006.20;18.1;72.00;24.7;14.6;13.7
19700725;15.5;6.9;6.8;1;1.300;7.7;13.7;1003.50;14.6;82.00;17.7;13.5;12.9
19700726;15.0;5.7;3.0;1;1.600;7.3;13.6;1007.90;15.2;80.00;19.2;12.1;11.7
19700727;9.4;4.4;0.0;0;3.500;7.0;16.5;1010.80;19.4;75.00;22.2;14.1;14.2
19700728;9.5;3.6;21.4;1;11.100;4.0;18.3;1009.80;21.1;72.00;27.3;17.5;16.3
19700729;19.0;3.2;0.0;1;5.800;4.0;17.2;1011.90;18.4;79.00;22.3;16.0;15.9
19700730;5.2;1.2;0.0;0;11.100;1.0;14.4;1017.40;18.6;70.00;24.6;10.9;10.0
19700731;6.1;1.3;0.0;0;13.100;2.0;14.7;1016.60;21.3;59.00;26.7;12.8;11.5
19700801;5.8;1.2;0.0;0;11.400;1.3;16.5;1017.40;20.9;70.00;27.3;13.6;12.5
19700802;7.2;2.1;0.0;0;11.800;0.7;18.9;1013.60;21.8;72.00;27.3;16.4;15.0
19700803;8.4;2.4;0.0;1;8.200;2.0;17.7;1009.10;20.8;72.00;25.7;15.5;14.9
19700804;7.0;2.4;0.0;0;10.700;1.3;18.3;1008.80;21.6;71.00;27.1;15.1;14.0
19700805;10.1;2.7;7.8;1;9.000;3.3;19.5;1010.30;21.4;76.00;28.0;14.8;14.3
19700806;5.0;1.3;0.0;0;3.500;5.3;22.1;1009.80;23.0;80.00;28.4;15.8;14.8
19700807;12.8;1.9;20.9;1;1.200;7.0;20.4;1009.60;18.8;94.00;23.7;17.6;17.1
19700808;15.0;2.7;4.2;1;2.500;5.3;17.2;1007.20;18.1;81.00;22.1;16.1;17.1
19700809;5.2;2.3;0.0;1;0.700;7.3;16.5;1012.30;17.5;83.00;20.1;14.3;13.6
19700810;10.8;4.8;9.7;1;1.200;7.0;16.1;1010.40;16.4;86.00;19.2;14.1;12.5
19700811;11.7;2.7;3.9;1;2.800;6.7;15.2;1011.80;14.8;87.00;20.7;13.7;14.2
19700812;5.0;1.4;0.0;0;11.000;1.0;11.9;1015.90;15.6;69.00;20.9;8.8;7.4
19700813;7.8;3.2;0.3;1;13.100;0.3;14.8;1010.80;20.9;61.00;26.2;11.0;9.5
19700814;9.0;4.0;0.0;1;3.600;6.0;15.3;1013.20;18.2;70.00;22.4;16.0;16.5
19700815;5.0;0.8;0.0;0;8.400;5.0;12.3;1013.80;17.4;65.00;22.1;9.0;8.1
19700816;11.8;4.2;5.8;1;0.500;7.7;15.3;1001.20;16.3;79.00;21.0;14.0;14.5
19700817;13.9;5.5;0.0;0;8.900;4.7;10.7;1005.50;15.4;63.00;19.0;11.1;10.0
19700818;7.0;2.9;0.4;1;9.600;3.7;11.1;1005.90;14.6;67.00;19.9;10.4;8.6
19700819;10.6;3.3;0.3;1;4.800;5.7;15.6;1001.00;19.6;68.00;24.3;12.6;11.0
19700820;11.9;4.8;0.0;1;2.900;6.3;13.6;1004.20;18.0;65.00;21.1;16.4;15.4
19700821;7.9;2.6;0.0;0;9.700;4.7;12.1;1006.60;17.0;63.00;21.6;13.0;10.8
19700822;6.5;1.4;0.0;1;2.300;6.0;12.7;1008.00;15.5;71.00;20.1;11.2;10.0
19700823;6.1;1.4;1.0;1;0.000;8.0;14.9;1010.20;14.4;92.00;16.0;11.5;11.1
19700824;7.6;2.0;0.0;0;6.700;6.0;14.9;1012.80;18.2;74.00;23.6;13.8;12.6
19700825;5.7;2.1;0.0;0;7.400;2.7;14.9;1016.30;16.5;80.00;22.2;12.3;10.6
19700826;5.0;1.3;0.0;0;9.600;2.0;13.2;1016.80;17.5;69.00;24.3;9.1;8.3
19700827;5.9;1.5;0.0;0;7.400;2.7;14.5;1015.00;18.0;71.00;24.7;13.2;12.7
19700828;6.1;1.9;0.0;0;7.900;1.7;14.7;1010.60;17.7;73.00;24.0;10.6;9.4
19700829;6.4;1.5;0.0;0;10.800;1.0;14.0;1007.90;19.7;64.00;26.8;10.3;9.1
19700830;6.0;1.5;0.0;0;8.400;2.3;15.5;1011.20;18.7;72.00;25.6;13.4;12.4
19700831;8.0;2.9;0.4;1;9.700;3.3;15.2;1011.00;20.3;66.00;25.1;11.2;10.3
19700901;12.6;4.2;0.0;0;7.800;4.7;11.5;1011.20;16.0;61.00;20.9;14.0;15.4
19700902;8.7;3.3;0.0;1;9.200;5.0;10.8;1009.50;16.9;60.00;21.0;9.1;7.1
19700903;13.1;4.7;2.3;1;4.600;7.0;14.4;1008.30;17.6;70.00;22.3;15.7;14.6
19700904;11.0;5.0;0.0;1;0.500;7.0;14.0;1013.10;16.6;75.00;18.9;13.6;12.9
19700905;14.7;5.9;0.0;0;6.800;4.7;13.1;1013.10;16.6;69.00;21.8;14.4;14.0
19700906;12.8;4.7;0.0;0;7.700;3.0;11.5;1015.80;14.4;69.00;21.1;11.4;9.9
19700907;12.7;3.3;0.0;1;11.200;1.0;10.8;1011.50;17.1;60.00;22.4;6.5;5.9
19700908;21.8;7.3;2.3;1;3.900;6.0;15.1;999.00;19.2;67.00;24.1;16.6;14.8
19700909;13.2;5.5;0.1;1;2.800;6.7;14.3;999.90;17.9;69.00;22.4;15.7;14.4
19700910;10.1;4.5;5.8;1;0.000;7.7;13.2;1001.90;15.0;77.00;16.9;13.7;14.5
19700911;10.6;4.3;2.1;1;2.100;6.3;12.7;1004.30;14.1;79.00;18.1;12.4;11.5
19700912;11.8;6.0;4.7;1;1.200;6.3;12.4;1001.00;15.1;72.00;17.9;12.3;10.8
19700913;15.2;7.2;6.1;1;5.500;6.0;10.9;1004.40;13.6;72.00;17.1;11.4;10.4
19700914;15.7;6.7;3.5;1;0.000;7.3;16.4;1002.30;16.0;91.00;17.5;12.4;11.1
19700915;9.1;4.1;9.2;1;3.400;7.7;16.8;1003.40;17.8;82.00;21.8;15.7;14.1
19700916;20.9;7.0;6.5;1;1.000;6.0;11.3;1011.60;12.0;80.00;17.0;9.5;9.7
19700917;8.0;3.7;0.1;1;0.600;6.3;12.7;1022.20;13.8;81.00;17.4;9.2;7.5
19700918;5.6;2.4;0.0;0;10.900;0.0;13.5;1021.40;15.9;75.00;23.0;11.1;9.0
19700919;4.1;1.4;0.0;0;8.500;3.7;14.3;1019.90;17.0;74.00;24.2;12.0;9.7
19700920;3.5;1.5;0.0;0;8.400;3.0;16.0;1020.20;16.9;82.00;22.9;12.6;11.4
19700921;8.0;1.8;0.0;0;0.900;6.7;15.2;1020.30;15.5;85.00;21.0;11.1;10.3
19700922;7.7;2.7;0.0;0;10.300;1.0;10.7;1021.10;11.4;79.00;17.4;8.2;7.0
19700923;6.0;1.5;0.0;0;6.900;1.3;9.6;1020.80;9.7;79.00;16.0;3.5;2.6
19700924;3.9;0.8;0.0;0;9.600;0.7;9.9;1019.50;10.8;78.00;17.0;3.0;1.9
19700925;5.0;1.5;0.0;0;9.900;1.3;10.8;1016.40;13.8;70.00;20.9;8.9;7.7
19700926;5.0;2.0;0.0;0;4.100;4.7;13.2;1015.50;15.8;73.00;23.2;9.9;8.5
19700927;9.0;3.2;0.0;0;9.300;4.0;13.7;1019.80;16.4;73.00;23.4;13.6;11.2
19700928;8.8;3.8;0.0;0;9.700;2.0;11.3;1024.00;16.9;59.00;22.4;12.4;9.0
19700929;12.0;4.9;9.0;1;10.600;2.7;9.5;1019.40;16.2;52.00;21.8;11.0;8.1
19700930;11.7;5.4;5.2;1;0.300;8.0;13.5;1007.80;13.8;84.00;16.4;12.6;12.1
19701001;14.8;4.8;4.9;1;3.700;6.7;11.3;1006.20;12.5;78.00;15.0;10.3;9.7
19701002;17.8;7.3;17.2;1;7.700;6.3;11.3;996.80;10.6;82.00;15.3;7.3;10.7
19701003;15.3;7.2;5.1;1;2.600;7.0;10.4;1002.40;9.8;87.00;12.4;6.9;5.6
19701004;10.0;4.7;4.4;1;0.100;7.7;11.6;1010.70;10.6;92.00;11.5;8.7;8.3
19701005;13.7;6.2;0.0;1;0.800;7.7;12.8;1006.20;14.4;78.00;16.6;11.2;10.5
19701006;11.7;5.5;7.9;1;3.600;4.7;13.3;999.40;14.6;79.00;18.3;12.2;12.6
19701007;9.8;2.9;0.3;1;0.100;8.0;12.1;1002.40;12.6;83.00;14.0;11.1;10.4
19701008;4.3;1.2;0.4;1;1.700;5.7;11.9;1011.40;11.5;85.00;15.4;10.1;8.9
19701009;7.2;2.8;0.2;1;0.000;7.0;12.8;1016.60;12.8;87.00;15.0;8.2;7.4
19701010;8.6;1.6;0.0;0;5.400;3.3;14.5;1017.90;15.4;82.00;20.9;9.7;8.2
19701011;7.1;1.8;0.0;0;8.600;2.7;15.2;1020.30;16.2;82.00;26.0;11.1;9.0
19701012;7.9;3.1;0.0;0;6.300;5.7;13.7;1022.20;14.2;83.00;17.3;9.2;7.7
19701013;6.8;1.5;0.0;1;0.000;8.0;13.7;1020.80;13.6;88.00;15.0;12.0;10.6
19701014;8.1;3.0;0.0;0;0.500;8.0;12.0;1021.40;11.6;87.00;14.3;8.3;7.9
19701015;9.0;3.4;0.0;0;9.200;0.7;8.5;1023.50;8.0;77.00;13.1;5.5;5.5
19701016;5.9;1.9;0.0;0;9.000;2.7;7.5;1025.10;8.1;71.00;14.5;1.1;-0.7
19701017;7.0;1.7;0.0;0;8.700;2.0;8.8;1021.20;8.3;80.00;15.5;2.2;0.6
19701018;7.0;3.4;0.0;0;4.400;5.0;9.3;1016.60;10.6;76.00;14.8;5.0;2.5
19701019;16.5;7.0;8.3;1;0.400;7.0;9.9;999.80;9.5;80.00;12.7;8.1;8.2
19701020;13.7;5.6;6.4;1;3.000;7.3;8.7;994.20;6.6;89.00;9.7;4.9;5.2
19701021;11.9;4.9;0.2;1;4.100;5.3;9.1;1003.50;7.6;86.00;12.0;5.4;4.8
19701022;8.8;4.2;0.1;1;1.800;5.3;8.7;1014.40;8.1;79.00;11.7;5.6;4.5
19701023;8.2;3.2;0.0;1;7.200;5.7;7.3;1021.80;6.1;75.00;11.5;3.0;4.6
19701024;8.0;4.0;2.5;1;0.000;8.0;10.3;1023.00;8.9;91.00;10.5;2.7;1.3
19701025;12.0;6.6;1.2;1;0.000;8.0;10.4;1016.30;10.8;80.00;11.9;9.6;9.2
19701026;13.0;6.4;3.9;1;0.000;6.3;11.2;1013.00;9.3;93.00;11.3;8.3;9.0
19701027;8.4;3.4;4.6;1;4.900;6.7;8.5;1021.10;8.8;78.00;11.8;5.1;3.2
19701028;13.7;6.5;5.1;1;0.000;8.0;12.8;1014.60;12.2;91.00;13.6;8.3;7.8
19701029;11.0;4.3;0.2;1;0.600;4.7;12.4;1019.00;12.1;88.00;14.9;10.0;10.8
19701030;14.2;7.4;0.0;1;0.000;7.7;11.3;1013.50;13.0;77.00;14.5;10.0;8.6
19701031;14.4;7.3;0.8;1;0.000;8.0;12.1;1011.60;12.5;84.00;14.2;11.1;10.9
19701101;13.9;7.4;4.3;1;0.800;6.7;10.7;1011.10;12.3;73.00;14.5;11.5;11.1
19701102;13.1;5.6;15.3;1;0.000;8.0;13.6;1010.40;13.2;91.00;14.6;9.8;8.0
19701103;19.8;9.7;2.3;1;0.700;6.7;10.5;1004.30;13.2;68.00;15.4;11.6;13.5
19701104;14.0;5.8;1.1;1;0.300;5.3;9.5;1015.00;9.9;78.00;12.3;7.8;6.2
19701105;15.6;7.6;2.7;1;5.800;5.3;9.1;1010.00;9.7;74.00;12.1;8.0;7.6
19701106;12.1;3.7;0.0;1;5.000;6.3;9.1;1015.10;7.8;86.00;10.5;4.9;3.6
19701107;6.0;2.3;0.0;0;0.200;5.7;7.7;1013.80;5.6;83.00;9.1;3.8;2.0
19701108;11.6;3.7;0.8;1;0.000;7.7;6.9;1014.20;4.1;88.00;6.0;-1.1;-2.8
19701109;20.0;7.9;6.8;1;0.600;7.0;9.2;1003.60;8.1;85.00;10.5;4.2;4.5
19701110;14.2;4.7;2.0;1;1.900;5.7;8.5;1013.10;7.1;84.00;9.8;6.1;4.6
19701111;14.6;7.1;0.8;1;0.100;7.7;11.1;1006.40;11.7;82.00;13.1;6.1;3.9
19701112;14.0;7.1;4.3;1;0.600;7.0;9.2;999.80;9.3;74.00;13.8;5.6;10.7
19701113;11.4;5.4;0.0;0;3.900;5.7;7.3;1003.40;6.2;76.00;8.5;5.0;3.9
19701114;11.6;6.3;0.1;1;4.800;6.7;7.3;993.20;6.7;75.00;9.0;3.6;1.4
19701115;9.2;3.8;2.0;1;0.000;6.0;7.7;993.10;5.1;87.00;7.2;3.4;3.0
19701116;10.7;5.0;3.8;1;4.300;6.0;6.0;1003.40;4.4;73.00;6.6;1.5;0.1
19701117;13.2;5.3;3.4;1;0.000;7.3;8.0;997.90;5.6;89.00;7.2;2.5;2.2
19701118;17.8;7.4;5.1;1;0.300;7.0;10.9;988.60;13.0;73.00;13.7;5.9;3.7
19701119;21.0;8.1;0.0;1;0.900;5.7;9.6;988.80;11.2;68.00;15.4;8.2;11.1
19701120;16.2;6.6;3.6;1;5.400;5.3;8.0;999.50;8.4;75.00;10.1;4.5;2.3
19701121;14.0;4.8;2.3;1;6.500;2.3;8.3;1001.00;7.8;77.00;10.6;6.4;4.0
19701122;6.0;2.2;3.6;1;0.000;5.3;8.4;1012.70;5.2;92.00;7.5;2.3;2.4
